old_adm3_pcode,new_adm3_pcode,share_of_old,share_of_new,intersection_km2,old_adm3_name,new_adm3_name,likely_change_type
ET030711,ET030711,0.998691,1,1377.036282,Wemberma,Wemberma,same_pcode
ET030413,ET030413,0.998577,1,1426.856436,Kelela,Kelela,same_pcode
ET031115,ET031115,0.998571,0.926429,1957.476193,Alfa,Alefa,same_pcode
ET050991,ET050991,0.99853,0.894608,3660.924034,Deka suftu,Deka Suftu,same_pcode
ET031118,ET031118,0.998522,1,292.397351,Gonder City Adm.,Gondar town,same_pcode
ET041513,ET041513,0.998504,0.999989,1835.061336,Abaya,Abaya,same_pcode
ET020106,ET020106,0.998459,1,1484.027903,Chifra,Chifra,same_pcode
ET030612,ET030612,0.998113,1,809.144548,Awabel,Awabel,same_pcode
ET030509,ET030509,0.997855,1,649.463222,Menze Mama Midir,Menze Mama Midir,same_pcode
ET030209,ET030209,0.997797,0.8844,1522.309656,Dera (Amhara),Dera (AM),same_pcode
ET030504,ET030504,0.997648,1,660.89177,Moretna Jiru,Moretna Jiru,same_pcode
ET031004,ET031004,0.997394,1,611.55029,Artuma Fursi,Artuma Fursi,same_pcode
ET030709,ET030709,0.997159,0.999959,1196.991196,Jabi Tehnan,Jabi Tehnan,same_pcode
ET030407,ET030407,0.997094,1,849.570964,Kalu,Kalu,same_pcode
ET030609,ET030609,0.996951,1,734.582118,Michakel,Michakel,same_pcode
ET030905,ET030905,0.996858,1,651.008593,Fagta Lakoma,Fagta Lakoma,same_pcode
ET060305,ET060305,0.996837,1,1483.557673,Bambasi,Bambasi,same_pcode
ET030605,ET030605,0.996434,1,930.114858,Enarj Enawga,Enarj Enawga,same_pcode
ET030414,ET030414,0.996366,1,1048.922595,Jama,Jama,same_pcode
ET010108,ET010108,0.99632,0.474055,6.93578,Shire,Shire Endaslasie town,same_pcode
ET060204,ET060204,0.996063,1,1023.99026,Mandura,Mandura,same_pcode
ET030406,ET030406,0.994867,1,1052.345677,Delanta,Delanta,same_pcode
ET030705,ET030705,0.994745,1,765.928479,Sekela,Sekela,same_pcode
ET031109,ET031109,0.993368,1,1230.264305,Wegera,Wegera,same_pcode
ET030510,ET030510,0.991249,1,560.646451,Tarema Ber,Tarema Ber,same_pcode
ET070113,ET070113,0.990752,1,200.234381,Geta,Geta,same_pcode
ET140110,ET140110,0.989055,0.812822,30.180616,Gulele,Gulele Sub City,same_pcode
ET060405,ET060405,0.988776,1,1683.608946,Belojiganfo,Mezniga,same_pcode
ET030907,ET030907,0.988708,1,292.592866,Guagusa Shikudad,Guagusa Shikudad,same_pcode
ET030410,ET030410,0.987834,1,998.036688,Legambo,Legambo,same_pcode
ET040215,ET040215,0.987219,1,604.443544,Nunu Kumba,Nunu Kumba,same_pcode
ET070110,ET070110,0.987126,1,559.84016,Cheha,Cheha,same_pcode
ET030604,ET030604,0.987042,1,1061.967663,Enebse Sarmder,Enebse Sarmder,same_pcode
ET050501,ET050501,0.986464,0.820988,1421.637022,Shekosh,Shaygosh,same_pcode
ET040515,ET040515,0.985616,0.453373,39.615562,Ambo Town,Ambo town,same_pcode
ET051187,ET051187,0.985219,0.761586,5654.326787,Mubarek,Mubarek,same_pcode
ET050607,ET050607,0.985172,0.937591,2058.932421,Ferfer,Ferfer,same_pcode
ET040206,ET040206,0.984257,0.99996,397.563712,Wayu Tuka,Wayu Tuka,same_pcode
ET041303,ET041303,0.983353,1,728.122574,Waliso,Waliso,same_pcode
ET041002,ET041002,0.982416,1,566.759561,Jarso (East Hararghe),Jarso (East Hararge),same_pcode
ET140101,ET140101,0.982074,0.989773,124.636665,Akaki - Kalit,Akaki Kality Sub City,same_pcode
ET050497,ET050497,0.981793,0.935743,526.787745,Qubi,Qubi,same_pcode
ET060403,ET060403,0.981528,1,1484.523114,Kamashi,Kamashi,same_pcode
ET010107,ET010107,0.981085,0.360292,26.066384,Sheraro Town,Sheraro town,same_pcode
ET040103,ET040103,0.976742,0.97382,878.873697,Gimbi,Gimbi,same_pcode
ET040702,ET040702,0.976559,1,1300.856585,Boset,Boset,same_pcode
ET040604,ET040604,0.975336,1,923.915595,Kuyu,Kuyu,same_pcode
ET040818,ET040818,0.974333,1,1150.459061,Limu Bilbilo,Limu Bilbilo,same_pcode
ET040213,ET040213,0.97402,0.99312,917.20953,Guto Gida,Guto Gida,same_pcode
ET040407,ET040407,0.973727,0.999999,841.111611,Goma,Goma,same_pcode
ET040610,ET040610,0.971335,1,616.22929,Kimbibit,Kimbibit,same_pcode
ET041906,ET041906,0.969867,1,410.719743,Jimma Genete,Jimma Genete,same_pcode
ET041704,ET041704,0.968201,1,649.440479,Kofele,Kofele,same_pcode
ET010309,ET010309,0.967698,0.381109,7.77381,Wukro Town,Wukro town,same_pcode
ET010308,ET010308,0.966938,0.741567,14.331431,Adigrat Town,Adigrat town,same_pcode
ET050608,ET050608,0.966697,0.555054,1427.464648,Berocano,Berocano,same_pcode
ET030305,ET030305,0.965669,1,826.580176,Wadla,Wadla,same_pcode
ET041623,ET041623,0.96453,0.991355,601.478792,Chwaka,Chwaka,same_pcode
ET041501,ET041501,0.963002,1,931.955717,Bule Hora,Bule Hora,same_pcode
ET040710,ET040710,0.961258,1,475.297184,Bora,Bora (OR),same_pcode
ET050304,ET050304,0.958364,0.958164,11053.34257,Gashamo,Gashamo,same_pcode
ET040709,ET040709,0.956137,0.332068,170.011622,Bishoftu Town,Bishoftu town,same_pcode
ET010212,ET010212,0.954893,0.40159,10.965254,Adwa Town,Adwa town,same_pcode
ET050808,ET050808,0.952954,0.549861,2203.041776,Dolobay,Dolobay,same_pcode
ET050283,ET050283,0.952189,0.866634,371.145185,Tuliguled,Tuliguled,same_pcode
ET050407,ET050407,0.951668,0.914595,514.906357,Lagahida,Lagahida,same_pcode
ET050392,ET050392,0.951118,0.916661,6536.807425,Daror,Daror,same_pcode
ET040193,ET040193,0.94914,0.576595,28.498809,Gimbi Town,Gimbi town,same_pcode
ET040503,ET040503,0.948948,0.999349,887.832048,Ambo Zuria,Ambo Zuria,same_pcode
ET050901,ET050901,0.945928,0.85832,10254.69191,Filtu,Filtu,same_pcode
ET140106,ET140106,0.945411,0.936575,13.834125,Kirkos,Kirkos Sub City,same_pcode
ET020302,ET020302,0.943367,1,957.430421,Awash Fentale,Awash Fantale,same_pcode
ET040310,ET040310,0.942418,1,707.204516,Metu Zuria,Metu Zuria,same_pcode
ET040805,ET040805,0.941898,0.966368,486.747092,Dodota,Dodota,same_pcode
ET041008,ET041008,0.935027,1,446.514321,Kersa (East Hararge),Kersa (East Hararge),same_pcode
ET050788,ET050788,0.935023,0.793199,929.377558,Daratole,Daratole,same_pcode
ET010204,ET010204,0.93407,0.926048,609.638794,Adwa,Adwa,same_pcode
ET050104,ET050104,0.930594,0.687719,2843.391856,Erer (Somali),Erer (SM),same_pcode
ET041702,ET041702,0.928643,1,769.89999,Shala,Shala,same_pcode
ET050207,ET050207,0.928131,0.92491,4193.379609,Harshin,Harshin,same_pcode
ET050602,ET050602,0.927323,0.967065,8383.657926,Adadle,Adadle,same_pcode
ET050408,ET050408,0.924265,0.982154,960.612908,Meyumuluka,Meyumuluka,same_pcode
ET010302,ET010302,0.920869,0.981582,902.097905,Erob,Erob,same_pcode
ET051095,ET051095,0.918668,0.484569,1079.280093,Horshagah,Horshagah,same_pcode
ET140108,ET140108,0.913092,0.320374,6.769272,Addis Ketema,Addis Ketema Sub City,same_pcode
ET010213,ET010213,0.906381,0.859542,15.585929,Axum Town,Axum town,same_pcode
ET020104,ET020104,0.906309,0.760646,1549.706795,Afambo,Afambo,same_pcode
ET030516,ET030516,0.904851,1,646.917996,Hagere Mariam,Hagere Mariam,same_pcode
ET050102,ET050102,0.902911,0.95831,2585.459376,Dembel,Dembel,same_pcode
ET050503,ET050503,0.902151,0.973642,11146.74075,Shilabo,Shilabo,same_pcode
ET140109,ET140109,0.899992,0.898784,8.929709,Arada,Arada Sub City,same_pcode
ET050605,ET050605,0.892923,0.957455,5395.27884,Kelafo,Kelafo,same_pcode
ET040297,ET040297,0.892775,0.635036,52.009595,Nekemte Town,Nekemte town,same_pcode
ET072008,ET072008,0.888382,1,397.995286,Wilbareg,Wulbareg,same_pcode
ET040309,ET040309,0.885906,1,807.889347,Yayu,Yayu,same_pcode
ET050101,ET050101,0.884744,0.968036,5202.525018,Ayisha,Ayisha,same_pcode
ET050606,ET050606,0.869718,0.961092,2840.913423,Mustahil,Mustahil,same_pcode
ET050103,ET050103,0.865702,0.89441,3199.342508,Shinile,Shinile,same_pcode
ET050599,ET050599,0.863613,0.460397,1490.3336,Bodaley,Bodaley,same_pcode
ET040617,ET040617,0.86271,1,424.954246,Aleltu,Aleltu,same_pcode
ET050701,ET050701,0.861039,0.956819,6944.647161,Danod,Danod,same_pcode
ET050805,ET050805,0.860932,0.670146,2635.2734,West Imi,West Imi,same_pcode
ET072005,ET072005,0.855474,0.9977,300.584295,Dalocha,Dalocha,same_pcode
ET040708,ET040708,0.850972,1,1300.269284,Adama Tulu Jido Kombolcha,Adama Tulu Jido Kombolcha,same_pcode
ET010305,ET010305,0.847359,0.972001,737.542453,Hawzen,Hawzen,same_pcode
ET050394,ET050394,0.840049,0.84073,2209.134682,Burqod,Burqod,same_pcode
ET140102,ET140102,0.839572,0.988769,50.732051,Nefas Silk,Nifas Silk Lafto Sub City,same_pcode
ET050204,ET050204,0.839342,0.253954,411.782332,Shabeeley,Shabeeley,same_pcode
ET010104,ET010104,0.837975,0.680896,560.084436,Tahtay Koraro,Tahtay Koraro,same_pcode
ET010301,ET010301,0.833506,0.981612,496.775899,Gulo Mekeda,Gulo Mekeda,same_pcode
ET050802,ET050802,0.829861,0.885227,7506.932462,Charati/Weyib,Charati,same_pcode
ET050586,ET050586,0.826926,0.469922,1571.890033,Marsin,Marsin,same_pcode
ET050807,ET050807,0.817798,0.495322,3044.077452,Barey,Barey,same_pcode
ET050703,ET050703,0.817513,0.995891,10261.77162,Galadi,Galadi,same_pcode
ET010602,ET010602,0.809332,0.668338,1075.186185,Enderta,Enderta,same_pcode
ET041015,ET041015,0.79794,1,1243.600735,Chinaksen,Chinaksen,same_pcode
ET050597,ET050597,0.786653,0.463805,1208.476928,Higloley,Higloley,same_pcode
ET050904,ET050904,0.786648,0.686334,1940.290105,Guradamole,Guradamole,same_pcode
ET010211,ET010211,0.778159,0.949621,18.720523,Abi Adi Town,Abiy Adi town,same_pcode
ET010205,ET010205,0.770625,0.872521,412.854108,Laelay Maychew,Laelay Maychew,same_pcode
ET140105,ET140105,0.766112,0.468332,7.034686,Lideta,Lideta Sub City,same_pcode
ET010210,ET010210,0.761366,0.976887,1100.789167,Tanqua Abergele,Abergele (TG),same_pcode
ET050303,ET050303,0.758589,0.913608,2363.68631,Aware,Aware,same_pcode
ET050305,ET050305,0.757737,0.828505,2018.859703,Gunagado,Gunagado,same_pcode
ET051005,ET051005,0.754508,0.737437,1881.023984,Sagag,Sagag,same_pcode
ET010101,ET010101,0.752868,0.99612,2898.046424,Tahtay Adiyabo,Tahtay Adiyabo,same_pcode
ET041908,ET041908,0.749864,1,768.905397,Jarte Jardega,Jarte Jardega,same_pcode
ET030802,ET030802,0.737844,1,1249.631981,Sekota,Sekota,same_pcode
ET050806,ET050806,0.733525,0.935025,7866.369947,Hargele,Hargele,same_pcode
ET050903,ET050903,0.732621,0.725693,3362.584082,Goro Baqaqsa,Goro Baqaqsa,same_pcode
ET050804,ET050804,0.731126,0.916658,6154.813599,Elkare/Serer,Elkare /Serer,same_pcode
ET050504,ET050504,0.714342,0.64418,1437.668515,Debeweyin,Debeweyin,same_pcode
ET050603,ET050603,0.710021,0.960268,2067.202924,Danan,Danan,same_pcode
ET060303,ET060303,0.708625,1,2069.752967,Assosa,Abrahmo,same_pcode
ET140103,ET140103,0.705844,0.945637,48.341831,Kolfe - Keran,Kolfe Keraniyo Sub City,same_pcode
ET060301,ET060301,0.700112,1,1078.966503,Menge,Menge,same_pcode
ET050596,ET050596,0.695814,0.504378,782.702683,Lasdhankayre,Lasdhankayre,same_pcode
ET050298,ET050298,0.694098,0.902888,750.238478,Haroreys,Haroreys,same_pcode
ET010405,ET010405,0.688349,0.976506,441.931915,Endamehoni,Endamehoni,same_pcode
ET050395,ET050395,0.687355,0.896853,872.604089,Ararso,Ararso,same_pcode
ET010304,ET010304,0.686831,0.774844,360.525863,Ganta Afeshum,Ganta Afeshum,same_pcode
ET070206,ET070206,0.683034,1,499.340197,Soro,Soro,same_pcode
ET072002,ET072002,0.674929,1,337.111767,Silti,Siltie,same_pcode
ET140107,ET140107,0.658394,0.96361,56.23008,Yeka,Yeka Sub City,same_pcode
ET040706,ET040706,0.655927,0.981887,498.121632,Ada'a,Ada'a,same_pcode
ET051198,ET051198,0.651639,0.503097,1092.863695,Qada Duma,Qada Duma,same_pcode
ET050107,ET050107,0.650203,1,561.508778,Miesso,Miesso,same_pcode
ET041904,ET041904,0.645766,1,616.340929,Ababo,Ababo,same_pcode
ET070111,ET070111,0.632104,1,574.3211,Enemorina Eaner,Enemor Ener,same_pcode
ET051003,ET051003,0.631075,0.826073,2864.481757,Garbo,Garbo,same_pcode
ET050301,ET050301,0.626941,0.842051,2968.041785,Degehamedo,Degehamedo,same_pcode
ET041411,ET041411,0.613043,1,466.831726,Ana Sora,Ana Sora,same_pcode
ET020103,ET020103,0.599938,0.941892,1006.242107,Asayita,Asayita,same_pcode
ET050202,ET050202,0.59594,0.971047,194.730889,Gursum (Somali),Gursum (SM),same_pcode
ET010207,ET010207,0.579095,0.843481,543.762283,Naeder Adet,Adet,same_pcode
ET010105,ET010105,0.578657,0.853408,1370.349052,Asgede Tsimbila,Asgede,same_pcode
ET010406,ET010406,0.562233,0.96164,978.169318,Raya Azebo,Raya Azebo,same_pcode
ET070303,ET070303,0.551278,1,97.302835,Kediada Gambela,Kediada Gambela,same_pcode
ET010206,ET010206,0.550177,0.974068,324.401384,Tahtay Mayechew,Tahtay Maychew,same_pcode
ET051002,ET051002,0.548884,0.958744,2061.486203,Elwayne,Elwayne,same_pcode
ET020105,ET020105,0.54597,0.999855,2220.884633,Mile,Mile,same_pcode
ET050105,ET050105,0.543403,0.730281,1071.851694,Afdem,Afdem,same_pcode
ET041712,ET041712,0.528777,0.977584,371.419969,Shashemene Zuria,Shashemene,same_pcode
ET010103,ET010103,0.523836,0.95572,545.816883,Medebay Zana,Zana,same_pcode
ET020403,ET020403,0.520419,1,3015.221055,Teru,Teru,same_pcode
ET010307,ET010307,0.520341,0.990758,597.950806,Atsbi Wenberta,Atsbi,same_pcode
ET050899,ET050899,0.517025,0.760177,1210.483494,God-god,God-God,same_pcode
ET050699,ET050699,0.51159,0.277244,599.727398,Aba-korow,Aba-Korow,same_pcode
ET041290,ET041290,0.506072,0.305937,736.016126,Guchi,Guchi,same_pcode
ET050290,ET050290,0.502719,0.535595,368.292418,Goljano,Goljano,same_pcode
ET010303,ET010303,0.50143,0.869156,526.96815,Saesie Tsaedamba,Sebuha Saesie,same_pcode
ET140104,ET140104,0.498325,0.962635,63.152895,Bole,Bole Sub City,same_pcode
ET072003,ET072003,0.497284,1,229.527033,Lanfero,Lanfero,same_pcode
ET031120,ET031120,0.495419,1,1342.411125,Tach Armacho,Tach Armacho,same_pcode
ET041006,ET041006,0.485397,1,247.14014,Haro Maya,Haro Maya,same_pcode
ET070201,ET070201,0.482081,1,175.045805,Misha,Misha,same_pcode
ET010208,ET010208,0.466404,0.887908,637.534,Kola Temben,Kola Tembien,same_pcode
ET051006,ET051006,0.452699,0.592816,1342.867445,Dihun,Dihun,same_pcode
ET010603,ET010603,0.44327,0.938453,878.183221,Hintalo Wajirat,Hintalo,same_pcode
ET010306,ET010306,0.433821,0.848953,419.519784,Kelete Awelallo,Kilte Awulaelo,same_pcode
ET041797,ET041797,0.424205,0.803318,31.946457,Wondo,Wondo,same_pcode
ET040703,ET040703,0.41993,0.937474,345.174521,Adama,Adama,same_pcode
ET051103,ET051103,0.413933,0.522686,731.716593,Moyale (Somali),Moyale (SM),same_pcode
ET010404,ET010404,0.413366,0.951638,327.461235,Alage,Emba Alaje,same_pcode
ET010604,ET010604,0.411075,0.978615,427.780973,Dega Temben,Degua Temben,same_pcode
ET051104,ET051104,0.410422,0.999885,1259.095984,Hudet,Hudet,same_pcode
ET020203,ET020203,0.397673,1,458.143977,Aba 'Ala,Abaala,same_pcode
ET041210,ET041210,0.375353,0.583451,1005.185725,Moyale (Oromia),Moyale (OR),same_pcode
ET010601,ET010601,0.356618,0.989696,620.981246,Saharti Samre,Saharti,same_pcode
ET010202,ET010202,0.352574,0.969008,445.524606,Aheferom,Aheferom,same_pcode
ET050106,ET050106,0.349773,0.909672,3569.729616,Hadhagala,Hadhagala,same_pcode
ET041905,ET041905,0.324502,0.910395,275.089216,Abay Chomen,Abay Chomen,same_pcode
ET010203,ET010203,0.319301,0.998134,405.052909,Werei Leke,Endaba Tsahma,same_pcode
ET010201,ET010201,0.307969,0.642613,379.480564,Mereb Lehe,Chila,same_pcode
ET050898,ET050898,0.291543,0.267866,755.8394,Kohle/Qoxle,Kohle /Qoxle,same_pcode
ET042001,ET042001,0.281489,0.953373,23.741996,Burayu,Burayu,same_pcode
ET020301,ET020301,0.237574,1,824.274313,Amibara,Amibara,same_pcode
ET050198,ET050198,0.233719,0.216774,245.988508,Gota-biki,Gota-Biki,same_pcode
ET020303,ET020303,0.052625,1,455.714975,Gewane,Gewane,same_pcode
